농가명,조사일자,개체번호,줄기번호,초장,생장길이,엽수,엽장,엽폭,줄기굵기,화방높이,화방번호,화방별총개수,화방별꽃수,화방별꽃봉오리수,화방별개화수,화방별착과수,화방별적과수,화방별수확수,비고
정병두,2025-03-26,6,1,771.8,15.3,15,36.4,34.2,9.46,23.1,20,4,4,4,0,0,0,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,1,7,0,0,0,0,4,3,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,2,8,0,0,0,0,3,5,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,3,5,0,0,0,0,3,2,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,4,8,0,0,0,0,5,3,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,5,8,0,0,0,0,5,3,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,6,9,0,0,0,0,7,2,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,7,6,0,0,0,0,3,3,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,8,5,0,0,0,0,3,2,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,9,5,0,0,0,0,2,3,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,10,6,0,0,0,0,4,2,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,11,6,0,0,0,0,5,1,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,12,4,0,0,0,2,2,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,13,3,0,0,0,2,1,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,14,7,0,0,0,4,3,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,15,6,0,0,0,2,4,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,16,6,0,0,0,4,2,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,17,5,0,0,0,4,1,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,18,4,2,1,1,2,0,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,19,5,5,5,0,0,0,0,
정병두,2025-04-02,1,1,677.8,18.8,16,35,31.9,8.98,25.2,20,5,5,5,0,0,0,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,1,6,0,0,0,0,3,3,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,2,4,0,0,0,0,3,1,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,3,5,0,0,0,0,2,3,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,4,15,0,0,0,0,12,3,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,5,7,0,0,0,0,3,4,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,6,5,0,0,0,0,4,1,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,7,6,0,0,0,0,6,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,8,5,0,0,0,0,3,2,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,9,4,0,0,0,0,2,2,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,10,5,0,0,0,0,3,2,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,11,8,0,0,0,1,5,2,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,12,5,0,0,0,3,2,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,13,5,0,0,0,4,1,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,14,5,0,0,0,2,3,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,15,4,0,0,0,2,2,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,16,5,0,0,0,3,2,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,17,4,0,0,0,4,0,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,18,4,4,2,2,0,0,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,19,5,5,5,0,0,0,0,
정병두,2025-04-02,2,1,631.6,19.2,16,33.9,32.2,9.18,14.9,20,4,4,4,0,0,0,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,1,3,0,0,0,0,1,2,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,2,10,0,0,0,0,10,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,3,8,0,0,0,0,7,1,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,4,13,0,0,0,0,11,2,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,5,10,0,0,0,0,8,2,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,6,5,0,0,0,0,4,1,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,7,6,0,0,0,0,3,3,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,8,6,0,0,0,0,3,3,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,9,6,0,0,0,0,3,3,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,10,5,0,0,0,0,3,2,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,11,7,0,0,0,0,5,2,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,12,6,0,0,0,3,3,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,13,5,0,0,0,4,1,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,14,5,0,0,0,4,1,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,15,6,0,0,0,4,2,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,16,3,0,0,0,3,0,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,17,5,1,1,0,3,1,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,18,5,5,3,2,0,0,0,
정병두,2025-04-02,3,1,592.6,13.3,17,27.7,22.1,6.31,6.9,19,5,5,5,0,0,0,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,1,3,0,0,0,0,2,1,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,2,4,0,0,0,0,4,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,3,6,0,0,0,0,4,2,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,4,2,0,0,0,0,0,2,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,5,9,0,0,0,0,6,3,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,6,7,0,0,0,0,7,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,7,5,0,0,0,0,3,2,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,8,5,0,0,0,0,2,3,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,9,7,0,0,0,0,5,2,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,10,7,0,0,0,0,3,4,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,11,8,0,0,0,1,6,1,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,12,6,0,0,0,2,4,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,13,6,0,0,0,4,2,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,14,6,0,0,0,4,2,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,15,6,0,0,0,3,3,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,16,6,0,0,0,4,2,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,17,5,2,1,1,3,0,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,18,5,5,3,2,0,0,0,
정병두,2025-04-02,4,1,660.4,19.4,17,32.1,20.2,4.53,6.3,19,5,5,5,0,0,0,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,1,7,0,0,0,0,5,2,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,2,6,0,0,0,0,6,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,3,3,0,0,0,0,2,1,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,4,2,0,0,0,0,0,2,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,5,7,0,0,0,0,5,2,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,6,7,0,0,0,0,6,1,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,7,5,0,0,0,0,2,3,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,8,7,0,0,0,0,4,3,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,9,6,0,0,0,0,4,2,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,10,6,0,0,0,0,6,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,11,5,0,0,0,1,2,2,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,12,5,0,0,0,2,3,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,13,5,0,0,0,3,2,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,14,6,0,0,0,2,4,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,15,5,0,0,0,3,2,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,16,5,0,0,0,4,1,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,17,6,0,0,0,3,3,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,18,5,2,1,1,3,0,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,19,5,5,5,0,0,0,0,
정병두,2025-04-02,5,1,642.6,17.8,16,38,35,10.28,25.1,20,4,4,4,0,0,0,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,1,4,0,0,0,0,0,4,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,2,5,0,0,0,0,3,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,3,4,0,0,0,0,2,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,4,10,0,0,0,0,8,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,5,8,0,0,0,0,6,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,6,5,0,0,0,0,3,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,7,5,0,0,0,0,3,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,8,7,0,0,0,0,4,3,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,9,7,0,0,0,0,4,3,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,10,6,0,0,0,0,4,2,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,11,7,0,0,0,0,6,1,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,12,5,0,0,0,2,2,1,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,13,5,0,0,0,3,2,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,14,6,0,0,0,4,2,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,15,5,0,0,0,3,2,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,16,6,0,0,0,4,2,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,17,5,0,0,0,4,1,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,18,5,0,0,0,4,1,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,19,5,5,3,2,0,0,0,
정병두,2025-04-02,6,1,787.3,15.5,17,33.7,27.6,7.61,12.6,20,4,4,4,0,0,0,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,1,7,0,0,0,0,4,3,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,2,8,0,0,0,0,3,5,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,3,5,0,0,0,0,3,2,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,4,8,0,0,0,0,5,3,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,5,8,0,0,0,0,5,3,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,6,9,0,0,0,0,7,2,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,7,6,0,0,0,0,3,3,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,8,5,0,0,0,0,3,2,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,9,5,0,0,0,0,2,3,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,10,6,0,0,0,0,4,2,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,11,6,0,0,0,0,5,1,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,12,4,0,0,0,0,2,2,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,13,3,0,0,0,2,1,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,14,7,0,0,0,4,3,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,15,6,0,0,0,2,4,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,16,6,0,0,0,4,2,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,17,5,0,0,0,4,1,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,18,4,0,0,0,4,0,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,19,5,5,3,2,0,0,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,20,5,4,4,0,0,1,0,
정병두,2025-04-09,1,1,691.9,14.1,19,33.5,23.9,8.5,14.9,21,5,5,5,0,0,0,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,1,6,0,0,0,0,3,3,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,2,4,0,0,0,0,3,1,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,3,5,0,0,0,0,2,3,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,4,15,0,0,0,0,12,3,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,5,7,0,0,0,0,3,4,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,6,5,0,0,0,0,4,1,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,7,6,0,0,0,0,6,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,8,5,0,0,0,0,3,2,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,9,4,0,0,0,0,2,2,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,10,5,0,0,0,0,3,2,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,11,8,0,0,0,1,5,2,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,12,5,0,0,0,3,2,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,13,5,0,0,0,4,1,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,14,5,0,0,0,2,3,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,15,4,0,0,0,2,2,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,16,5,0,0,0,3,2,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,17,4,0,0,0,4,0,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,18,4,2,1,1,2,0,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,19,5,5,4,1,0,0,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,20,5,5,5,0,0,0,0,
정병두,2025-04-09,2,1,651.9,20.3,19,34.6,26,7.31,10.4,21,4,4,4,0,0,0,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,1,3,0,0,0,0,1,2,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,2,10,0,0,0,0,10,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,3,8,0,0,0,0,7,1,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,4,13,0,0,0,0,11,2,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,5,10,0,0,0,0,8,2,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,6,5,0,0,0,0,4,1,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,7,6,0,0,0,0,3,3,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,8,6,0,0,0,0,3,3,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,9,6,0,0,0,0,3,3,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,10,5,0,0,0,0,3,2,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,11,7,0,0,0,0,5,2,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,12,6,0,0,0,1,3,2,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,13,5,0,0,0,4,1,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,14,5,0,0,0,4,1,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,15,6,0,0,0,4,2,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,16,3,0,0,0,3,0,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,17,5,0,0,0,3,2,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,18,5,1,0,1,3,1,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,19,5,5,5,0,0,0,0,
정병두,2025-04-09,3,1,609.5,16.9,18,35.2,38,8.94,23.5,20,4,4,4,0,0,0,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,1,3,0,0,0,0,2,1,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,2,4,0,0,0,0,4,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,3,6,0,0,0,0,4,2,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,4,2,0,0,0,0,0,2,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,5,9,0,0,0,0,6,3,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,6,7,0,0,0,0,7,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,7,5,0,0,0,0,3,2,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,8,5,0,0,0,0,2,3,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,9,7,0,0,0,0,5,2,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,10,7,0,0,0,0,3,4,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,11,8,0,0,0,0,6,2,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,12,6,0,0,0,1,4,1,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,13,6,0,0,0,4,2,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,14,6,0,0,0,4,2,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,15,6,0,0,0,3,3,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,16,6,0,0,0,4,2,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,17,5,0,0,0,4,1,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,18,5,0,0,0,4,1,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,19,5,5,5,0,0,0,0,
정병두,2025-04-09,4,1,661.6,1.2,17,32.2,20.7,7.09,7.2,20,4,4,4,0,0,0,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,1,7,0,0,0,0,5,2,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,2,6,0,0,0,0,6,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,3,3,0,0,0,0,2,1,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,4,2,0,0,0,0,0,2,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,5,7,0,0,0,0,5,2,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,6,7,0,0,0,0,6,1,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,7,5,0,0,0,0,2,3,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,8,7,0,0,0,0,4,3,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,9,6,0,0,0,0,4,2,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,10,6,0,0,0,0,6,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,11,5,0,0,0,0,3,2,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,12,5,0,0,0,2,3,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,13,5,0,0,0,3,2,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,14,6,0,0,0,2,4,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,15,5,0,0,0,3,2,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,16,5,0,0,0,4,1,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,17,6,0,0,0,3,3,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,18,5,0,0,0,4,1,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,19,5,5,2,3,0,0,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,20,4,3,3,0,0,1,0,
정병두,2025-04-09,5,1,658.8,16.2,18,34,30.4,8.32,18.3,21,4,4,4,0,0,0,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,1,4,0,0,0,0,0,4,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,2,5,0,0,0,0,3,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,3,4,0,0,0,0,2,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,4,10,0,0,0,0,8,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,5,8,0,0,0,0,6,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,6,5,0,0,0,0,3,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,7,5,0,0,0,0,3,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,8,7,0,0,0,0,4,3,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,9,7,0,0,0,0,4,3,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,10,6,0,0,0,0,4,2,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,11,7,0,0,0,0,6,1,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,12,5,0,0,0,0,2,3,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,13,5,0,0,0,3,2,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,14,6,0,0,0,4,2,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,15,5,0,0,0,3,2,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,16,6,0,0,0,4,2,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,17,5,0,0,0,4,1,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,18,5,0,0,0,4,1,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,19,5,0,0,0,4,1,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,20,4,4,4,0,0,0,0,
정병두,2025-04-09,6,1,795.2,7.9,16,34.5,28.9,7.94,20.8,21,5,5,5,0,0,0,0,
