농가명,측정시간,온도_외부,풍향_외부,풍속_외부,일사량_외부,누적일사량_외부,강우감지,온도_내부,상대습도_내부,잔존CO2,토양온도,비고
정병두,2025.2.18 2:00,-4.9,0,0,0,1484,0,11.6,88.9,440,0,
정병두,2025.2.18 3:00,-4.9,0,0,0,1484,0,11.7,87.8,447,0,
정병두,2025.2.18 4:00,-5.5,0,0,0,1484,0,12.2,87.2,462,0,
정병두,2025.2.18 5:00,-5.6,0,0,0,1484,0,12.5,87.7,471,0,
정병두,2025.2.18 6:00,-6.3,0,0,0,1484,0,12.5,88,477,0,
정병두,2025.2.18 7:00,-6.6,0,0,0,1484,0,13,87.9,484,0,
정병두,2025.2.18 8:00,-5.7,0,0,85,10,0,13.5,88.2,488,0,
정병두,2025.2.18 9:00,-1.9,0,0,306,80,0,14.6,89.2,571,0,
정병두,2025.2.18 10:00,-1,180,2.2,465,222,0,19.4,79,571,0,
정병두,2025.2.18 11:00,0,180,3.1,590,414,0,22.5,71.9,552,0,
정병두,2025.2.18 12:00,1.9,0,2,641,638,0,25.4,66,446,0,
정병두,2025.2.18 13:00,2.7,180,3.2,672,874,0,26.3,75.8,403,0,
정병두,2025.2.18 14:00,3.5,180,3.2,660,1095,0,26.2,69.9,405,0,
정병두,2025.2.18 15:00,2.5,0,4.1,175,1249,0,23.4,79.7,521,0,
정병두,2025.2.18 16:00,3.8,0,2.4,326,1368,0,25.4,78,441,0,
정병두,2025.2.18 17:00,2.8,0,1.6,122,1449,0,19.7,82.7,392,0,
정병두,2025.2.18 18:00,1.1,0,2.5,14,1467,0,14.7,85.7,329,0,
정병두,2025.2.18 19:00,-0.5,0,1.1,0,1468,0,12.8,86.8,351,0,
정병두,2025.2.18 20:00,-1.7,0,0.8,0,1468,0,14.5,90.9,362,0,
정병두,2025.2.18 21:00,-1.8,0,0,0,1468,0,14.6,90,374,0,
정병두,2025.2.18 22:00,-2.9,0,0,0,1468,0,14.4,89.8,388,0,
정병두,2025.2.18 23:00,-3.1,0,0,0,1468,0,14.1,90.3,398,0,
정병두,2025.2.19 0:00,-4.8,0,0,0,1468,0,14.1,90.1,410,0,
정병두,2025.2.19 1:00,-4.8,0,0,0,1468,0,14,90.2,420,0,
정병두,2025.2.19 2:00,-4.4,0,0,0,1468,0,14.1,90.8,430,0,
정병두,2025.2.19 3:00,-5.3,0,0,0,1468,0,14.4,89.7,436,0,
정병두,2025.2.19 4:00,-6.3,0,0,0,1468,0,14.2,88.4,451,0,
정병두,2025.2.19 5:00,-7,0,0,0,1468,0,13.7,86.7,473,0,
정병두,2025.2.19 6:00,-7.4,0,0,0,1468,0,13.5,87.2,482,0,
정병두,2025.2.19 7:00,-6.9,0,0,0,1468,0,13.9,86.5,495,0,
정병두,2025.2.19 8:00,-6.4,0,0,102,11,0,14.4,87.8,498,0,
정병두,2025.2.19 9:00,-1.8,0,0,304,83,0,15.6,88.2,584,0,
정병두,2025.2.19 10:00,-0.9,0,0,475,221,0,20.2,79.7,566,0,
정병두,2025.2.19 11:00,-0.1,0,1.5,611,415,0,23.1,73.2,526,0,
정병두,2025.2.19 12:00,1.1,0,0,213,610,0,22.9,70.7,494,0,
정병두,2025.2.19 13:00,2.9,0,1.8,658,838,0,25.6,69.2,446,0,
정병두,2025.2.19 14:00,2.8,0,1.4,580,1065,0,26.3,70.5,441,0,
정병두,2025.2.19 15:00,3.1,0,2.2,476,1258,0,26.6,71.6,465,0,
정병두,2025.2.19 16:00,2.6,0,3.2,324,1403,0,26.1,78.6,456,0,
정병두,2025.2.19 17:00,2,0,1.8,125,1486,0,20.7,83.4,449,0,
정병두,2025.2.19 18:00,0.2,0,1.5,14,1505,0,14.6,86.2,383,0,
정병두,2025.2.19 19:00,-1.4,0,1.7,0,1506,0,13.9,86.2,398,0,
정병두,2025.2.19 20:00,-2.4,0,0.3,0,1506,0,14.3,88.6,415,0,
정병두,2025.2.19 21:00,-3.6,0,0.3,0,1506,0,14.1,88.9,434,0,
정병두,2025.2.19 22:00,-3.7,0,0.8,0,1506,0,14,87.6,450,0,
정병두,2025.2.19 23:00,-4.9,0,0,0,1506,0,13.5,86.4,465,0,
정병두,2025.2.20 0:00,-5.2,0,0,0,1506,0,14,88.6,473,0,
정병두,2025.2.20 1:00,-5.5,0,0,0,1507,0,14.2,89.8,482,0,
정병두,2025.2.20 2:00,-6.2,0,0,2,1507,0,14.2,90.1,488,0,
정병두,2025.2.20 3:00,-5.5,0,0.3,0,1507,0,14.3,90.1,492,0,
정병두,2025.2.20 4:00,-5.9,0,0.1,0,1507,0,14.2,90.2,498,0,
정병두,2025.2.20 5:00,-6.4,0,0,0,1507,0,14.1,90.9,501,0,
정병두,2025.2.20 6:00,-7.3,0,0,0,1508,0,13.9,90.5,502,0,
정병두,2025.2.20 7:00,-7,0,0,0,1508,0,14.2,91,504,0,
정병두,2025.2.20 8:00,-6.1,0,0,96,10,0,15,89.2,503,0,
정병두,2025.2.20 9:00,-1.8,0,0,289,80,0,16.4,89.4,542,0,
정병두,2025.2.20 10:00,-0.5,0,0,450,214,0,20.3,83.9,580,0,
정병두,2025.2.20 11:00,0.2,0,0,569,395,0,23,75.2,561,0,
정병두,2025.2.20 12:00,0.9,0,1.8,645,617,0,24.4,68.6,431,0,
정병두,2025.2.20 13:00,2,0,2.1,653,834,0,26.6,73.2,471,0,
정병두,2025.2.20 14:00,3.1,0,0,610,1059,0,26.2,67.6,405,0,
정병두,2025.2.20 15:00,3.1,0,2,479,1248,0,25.6,72.9,435,0,
정병두,2025.2.20 16:00,4.2,0,2.8,324,1392,0,24.9,79,487,0,
정병두,2025.2.20 17:00,2.3,0,3.8,131,1475,0,20.3,82,416,0,
정병두,2025.2.20 18:00,0.1,0,3.5,17,1496,0,14.5,83.6,359,0,
정병두,2025.2.20 19:00,-1.4,0,1.2,0,1497,0,15.2,90.6,363,0,
정병두,2025.2.20 20:00,-2,0,1.1,0,1497,0,14.9,90.2,370,0,
정병두,2025.2.20 21:00,-2.8,0,0.8,0,1497,0,14.6,89.1,382,0,
정병두,2025.2.20 22:00,-3.3,0,0.3,0,1497,0,14.6,89.7,404,0,
정병두,2025.2.20 23:00,-3.6,0,0,0,1497,0,14.4,88.8,416,0,
정병두,2025.2.21 0:00,-5.4,0,0.1,0,1497,0,14.9,87.2,428,0,
정병두,2025.2.21 1:00,-5,0,0,0,1497,0,14.9,89.1,441,0,
정병두,2025.2.21 2:00,-5.8,0,0,0,1498,0,14.4,89.6,454,0,
정병두,2025.2.21 3:00,-5.4,0,0,0,1498,0,14.8,88.7,465,0,
정병두,2025.2.21 4:00,-4.6,0,0.3,0,1498,0,14.5,89.7,472,0,
정병두,2025.2.21 5:00,-5.2,0,0,0,1498,0,14.6,89.2,471,0,
정병두,2025.2.21 6:00,-6,0,0,0,1498,0,14.5,89.6,470,0,
정병두,2025.2.21 7:00,-6.7,0,0.3,0,1498,0,15.1,89.9,472,0,
정병두,2025.2.21 8:00,-6.4,0,0,64,8,0,15.6,89.9,470,0,
정병두,2025.2.21 9:00,-3.8,0,0.9,157,54,0,15.8,90.5,545,0,
정병두,2025.2.21 10:00,-2,0,0,481,170,0,18.7,82,529,0,
정병두,2025.2.21 11:00,-1,0,1.1,576,355,0,21.5,72.8,450,0,
정병두,2025.2.21 12:00,0.8,0,1.3,636,580,0,24.3,71.9,360,0,
정병두,2025.2.21 13:00,1.9,0,2.2,721,797,0,26.3,78.8,339,0,
정병두,2025.2.21 14:00,2.7,0,1.2,656,1001,0,26.2,71.1,380,0,
정병두,2025.2.21 15:00,3.1,0,3.3,521,1147,0,23.9,71.3,389,0,
정병두,2025.2.21 16:00,3.1,0,4,325,1295,0,23.7,77,360,0,
정병두,2025.2.21 17:00,2.1,0,3.3,134,1378,0,20.4,84.9,346,0,
정병두,2025.2.21 18:00,1.3,0,2,17,1399,0,17.2,89.4,336,0,
정병두,2025.2.21 19:00,-0.8,0,1.4,0,1400,0,15.3,88.1,355,0,
정병두,2025.2.21 20:00,-1.6,0,1.1,0,1400,0,14.9,88.1,376,0,
정병두,2025.2.21 21:00,-2.9,0,0,2,1401,0,14.8,88.7,397,0,
정병두,2025.2.21 22:00,-3.3,0,0,2,1401,0,14.6,89,420,0,
정병두,2025.2.21 23:00,-4.7,0,0,0,1401,0,14.6,87.8,436,0,
정병두,2025.2.22 0:00,-5.2,0,0,0,1402,0,14.4,88.9,449,0,
정병두,2025.2.22 1:00,-4.3,0,0.5,0,1402,0,15,87.8,465,0,
정병두,2025.2.22 2:00,-4.4,0,0,0,1402,0,14.7,88.8,468,0,
정병두,2025.2.22 3:00,-3.7,0,0.3,0,1402,0,14.9,89.8,472,0,
정병두,2025.2.22 4:00,-4.7,0,0,0,1402,1,15,91.1,468,0,
정병두,2025.2.22 5:00,-4,0,0,0,1402,1,14.9,90.9,454,0,
정병두,2025.2.22 6:00,-5.4,0,0,0,1402,0,14.7,92.4,443,0,
정병두,2025.2.22 7:00,-5.7,0,0,0,1402,0,15.1,90.9,424,0,
정병두,2025.2.22 8:00,-6.2,0,0,95,9,0,15.4,90.7,430,0,
정병두,2025.2.22 9:00,-3.2,0,0,312,95,0,14.8,87.3,556,0,
정병두,2025.2.22 10:00,-1,0,0,494,245,0,20.6,80,539,0,
정병두,2025.2.22 11:00,-0.3,180,1,605,446,0,23.6,73.1,456,0,
정병두,2025.2.22 12:00,0.5,0,2.1,660,676,0,25.6,70.9,381,0,
정병두,2025.2.22 13:00,1.7,0,1.2,660,915,0,27.5,70.4,442,0,
정병두,2025.2.22 14:00,2.7,0,0.3,599,1143,0,27.3,73.2,516,0,
정병두,2025.2.22 15:00,3.5,0,1.3,510,1339,0,26.6,73.8,460,0,
정병두,2025.2.22 16:00,3,0,2.5,330,1486,0,24.4,77.1,515,0,
정병두,2025.2.22 17:00,1.6,0,2.3,137,1569,0,20.9,85.7,431,0,
정병두,2025.2.22 18:00,-0.1,0,1.6,18,1592,0,17.7,91.4,416,0,
정병두,2025.2.22 19:00,-1.7,0,0.3,0,1593,0,15,88.6,440,0,
정병두,2025.2.22 20:00,-2.4,0,0.2,0,1593,0,14.5,88,451,0,
정병두,2025.2.22 21:00,-2.4,0,0.7,0,1593,0,14.7,89.7,460,0,
정병두,2025.2.22 22:00,-3.5,0,0.3,0,1594,0,14.7,88.7,470,0,
정병두,2025.2.22 23:00,-4.5,0,0,0,1594,0,14,88.5,480,0,
정병두,2025.2.23 0:00,-4.4,0,0,0,1594,0,13.7,88.3,488,0,
정병두,2025.2.23 1:00,-5.8,0,0,0,1594,0,13.9,90.2,500,0,
정병두,2025.2.23 2:00,-6.2,0,0,0,1594,0,13.7,89.7,505,0,
정병두,2025.2.23 3:00,-6.5,0,0,0,1594,0,13.8,90,510,0,
정병두,2025.2.23 4:00,-7,0,0,0,1594,0,13.7,89.4,518,0,
정병두,2025.2.23 5:00,-6.5,0,0.7,0,1594,0,13.5,90.1,527,0,
정병두,2025.2.23 6:00,-7.6,0,0,2,1594,0,13.5,91.1,524,0,
정병두,2025.2.23 7:00,-6.8,0,0,5,1595,0,13.8,91.7,511,0,
정병두,2025.2.23 8:00,-5.3,0,0,114,14,0,14,90.4,505,0,
정병두,2025.2.23 9:00,-2.9,0,0,317,87,0,15.2,90.5,584,0,
정병두,2025.2.23 10:00,-1.3,0,0,479,199,0,18.7,84,515,0,
정병두,2025.2.23 11:00,-0.6,0,2.6,269,375,0,20.9,81,551,0,
정병두,2025.2.23 12:00,1,0,3,762,524,0,24.3,78.4,518,0,
정병두,2025.2.23 13:00,1.3,0,4.5,570,719,0,23,79.7,474,0,
정병두,2025.2.23 14:00,2.2,0,5.9,830,908,0,25.5,71.6,428,0,
정병두,2025.2.23 15:00,1.1,0,3.6,262,1071,0,24.4,74.3,459,0,
정병두,2025.2.23 16:00,0.8,0,3.2,443,1205,0,22.1,81,465,0,
정병두,2025.2.23 17:00,-0.3,0,4.9,161,1280,0,18.4,84.4,425,0,
정병두,2025.2.23 18:00,-1.5,0,2.8,17,1310,0,16.8,89.3,382,0,
정병두,2025.2.23 19:00,-2.5,0,2.2,0,1311,0,15.1,90.3,392,0,
정병두,2025.2.23 20:00,-3.1,0,1.5,0,1311,0,14.7,89.8,406,0,
정병두,2025.2.23 21:00,-3.9,0,0,0,1311,0,14.4,91.1,415,0,
정병두,2025.2.23 22:00,-4.7,0,0,0,1311,0,14,91,429,0,
정병두,2025.2.23 23:00,-4,0,0.3,0,1311,0,13.9,90.8,435,0,
정병두,2025.2.24 0:00,-5,0,0,0,1311,0,13.8,90.5,446,0,
정병두,2025.2.24 1:00,-5.3,0,0,0,1312,0,14,91.2,447,0,
정병두,2025.2.24 2:00,-5.3,0,0.1,0,1312,0,13.8,91.4,452,0,
정병두,2025.2.24 3:00,-6.5,0,0.7,0,1312,0,13.5,91.8,453,0,
정병두,2025.2.24 4:00,-5.9,0,0.4,0,1312,0,13.5,91.3,453,0,
정병두,2025.2.24 5:00,-7.4,0,0,0,1312,0,13.4,91.5,453,0,
정병두,2025.2.24 6:00,-7.8,0,0,0,1312,0,13.3,91.4,462,0,
정병두,2025.2.24 7:00,-7,0,0,0,1312,0,13.7,92,462,0,
정병두,2025.2.24 8:00,-5.8,0,0,66,12,0,14,91.8,456,0,
정병두,2025.2.24 9:00,-2.9,0,0,319,91,0,15.1,92,588,0,
정병두,2025.2.24 10:00,-1.3,0,0,488,240,0,20.4,81.9,575,0,
정병두,2025.2.24 11:00,0.3,0,0.6,616,439,0,23.6,73,532,0,
정병두,2025.2.24 12:00,1.6,0,1.8,218,658,0,26.1,71,476,0,
정병두,2025.2.24 13:00,4.1,0,1.1,704,873,0,28.2,71.8,584,0,
정병두,2025.2.24 14:00,4.2,0,1.9,614,1105,0,28.1,72.2,470,0,
정병두,2025.2.24 15:00,4.6,0,3.3,499,1297,0,26.8,72.5,516,0,
정병두,2025.2.24 16:00,3.9,0,3.5,345,1450,0,25.4,76.2,451,0,
정병두,2025.2.24 17:00,3.4,0,2.3,152,1541,0,22.2,84.9,445,0,
정병두,2025.2.24 18:00,2.3,0,2,17,1564,0,18,89.1,413,0,
정병두,2025.2.24 19:00,0.1,0,1.1,0,1566,0,15.4,88.8,429,0,
정병두,2025.2.24 20:00,-1,0,0,0,1566,0,14.9,88.9,449,0,
정병두,2025.2.24 21:00,-1.8,0,0,0,1566,0,14.8,88.6,470,0,
정병두,2025.2.24 22:00,-1.6,0,0,0,1566,0,14.7,89,482,0,
정병두,2025.2.24 23:00,-3.5,0,0,0,1566,0,14.7,89,498,0,
정병두,2025.2.25 0:00,-4,0,0.3,0,1566,0,14.4,88.1,507,0,
정병두,2025.2.25 1:00,-4.6,0,0,0,1566,0,14.4,88.3,523,0,
정병두,2025.2.25 2:00,-5.2,0,0,2,1566,0,14.1,88,536,0,
정병두,2025.2.25 3:00,-5.1,0,0,0,1567,0,13.8,88.9,542,0,
정병두,2025.2.25 4:00,-5.3,0,0,0,1567,0,13.8,89.5,548,0,
정병두,2025.2.25 5:00,-4.7,0,0,0,1567,0,14.1,89.3,560,0,
정병두,2025.2.25 6:00,-5.3,0,0,0,1567,0,13.9,89.5,560,0,
정병두,2025.2.25 7:00,-6.8,0,0,2,1567,0,14.1,90,561,0,
정병두,2025.2.25 8:00,-4.7,0,0,57,15,0,14.5,90.4,568,0,
정병두,2025.2.25 9:00,-0.4,0,0,317,95,0,15.3,88.4,614,0,
정병두,2025.2.25 10:00,1.8,0,0,502,235,0,20.5,84.3,558,0,
정병두,2025.2.25 11:00,3.8,0,0,678,418,0,23.2,71.7,532,0,
정병두,2025.2.25 12:00,5,0,0,716,650,0,25.9,68.7,525,0,
정병두,2025.2.25 13:00,5.6,0,1.1,455,859,0,25.8,75.9,520,0,
정병두,2025.2.25 14:00,6.8,0,1.5,574,1064,0,27.5,78.1,468,0,
정병두,2025.2.25 15:00,6.9,0,0.7,418,1252,0,26.3,79.9,523,0,
정병두,2025.2.25 16:00,6.2,0,3.5,251,1373,0,23.7,84.9,440,0,
정병두,2025.2.25 17:00,5.4,0,3.3,102,1429,0,19.9,89,423,0,
정병두,2025.2.25 18:00,5,0,1.7,15,1452,0,17.6,91.1,397,0,
정병두,2025.2.25 19:00,4.7,0,1,0,1453,0,15.5,90.3,412,0,
정병두,2025.2.25 20:00,4.7,0,0.7,0,1453,0,14.4,89.4,425,0,
정병두,2025.2.25 21:00,4.5,0,0.6,0,1453,0,14.3,89,437,0,
정병두,2025.2.25 22:00,4.4,0,0.5,0,1453,0,14.4,90.1,444,0,
정병두,2025.2.25 23:00,4.3,0,1.5,0,1453,0,14.1,90,449,0,
정병두,2025.2.26 0:00,4,0,0,0,1453,0,14.8,90.4,454,0,
정병두,2025.2.26 1:00,3.6,0,0,0,1453,1,14.7,90.9,459,0,
정병두,2025.2.26 2:00,2.3,0,0,0,1453,0,14.8,90.7,463,0,
정병두,2025.2.26 3:00,2.4,0,0,0,1453,0,14.9,90.8,474,0,
정병두,2025.2.26 4:00,2.1,0,0,0,1453,0,14.7,91.3,478,0,
정병두,2025.2.26 5:00,1.2,0,0,0,1453,0,15.2,91.8,487,0,
정병두,2025.2.26 6:00,0.2,0,0,0,1453,0,15.2,92.2,489,0,
정병두,2025.2.26 7:00,-0.1,0,0,0,1453,0,15.5,91.8,493,0,
정병두,2025.2.26 8:00,-0.1,0,0,61,8,0,16.1,91.8,490,0,
정병두,2025.2.26 9:00,3.5,0,0,260,66,0,17.3,86.1,574,0,
정병두,2025.2.26 10:00,5.2,0,0,443,175,0,20.1,86,554,0,
정병두,2025.2.26 11:00,7,0,1.1,614,354,0,23.5,71.2,498,0,
정병두,2025.2.26 12:00,8.5,0,0.8,617,573,0,24.8,69.7,448,0,
정병두,2025.2.26 13:00,9.2,0,0.7,628,807,0,28.1,71,449,0,
정병두,2025.2.26 14:00,9.7,0,1.1,603,1035,0,28.1,66.2,417,0,
정병두,2025.2.26 15:00,10,0,3.2,511,1239,0,25.7,64.9,429,0,
정병두,2025.2.26 16:00,10.6,0,1.5,357,1396,0,25.9,70.4,460,0,
정병두,2025.2.26 17:00,9.4,0,2.3,159,1491,0,22.8,80.6,415,0,
정병두,2025.2.26 18:00,7.1,0,1.6,20,1517,0,17.4,86.8,360,0,
정병두,2025.2.26 19:00,3.7,0,1,0,1519,0,15.1,88.6,369,0,
정병두,2025.2.26 20:00,2,0,0,0,1519,0,14.8,87.7,395,0,
정병두,2025.2.26 21:00,1.9,0,0.3,0,1519,0,14.1,85.6,415,0,
정병두,2025.2.26 22:00,1.2,0,0,0,1519,0,14,86.3,432,0,
정병두,2025.2.26 23:00,-0.2,0,0.3,0,1519,0,14.6,89,454,0,
정병두,2025.2.27 0:00,-1.6,0,0.3,0,1519,0,14.5,88.6,468,0,
정병두,2025.2.27 1:00,-1.4,0,0,0,1519,0,14.5,88.6,481,0,
정병두,2025.2.27 2:00,-1.9,0,0,0,1519,0,14.4,88.8,493,0,
정병두,2025.2.27 3:00,-3.1,0,0.3,0,1519,0,14.4,89.1,503,0,
정병두,2025.2.27 4:00,-3.9,0,0,0,1519,0,14.3,89.1,513,0,
정병두,2025.2.27 5:00,-4.6,0,0,0,1519,0,14.5,89.4,528,0,
정병두,2025.2.27 6:00,-3.1,0,0.6,0,1520,0,14.6,89.4,541,0,
정병두,2025.2.27 7:00,-4.6,0,0,2,1520,0,14.7,90.7,548,0,
정병두,2025.2.27 8:00,-3.3,0,0.7,67,13,0,15.6,89.1,552,0,
정병두,2025.2.27 9:00,2.3,0,0,317,93,0,16.7,86.9,548,0,
정병두,2025.2.27 10:00,4.7,0,0,505,244,0,21.1,81.5,552,0,
정병두,2025.2.27 11:00,9.7,0,0,655,447,0,23.8,69.6,452,0,
정병두,2025.2.27 12:00,11.9,0,1.3,684,686,0,26.6,67.9,465,0,
정병두,2025.2.27 13:00,13.5,0,0,681,933,0,27.1,62.9,408,0,
정병두,2025.2.27 14:00,15.7,0,0,473,1168,0,27.3,60.9,367,0,
정병두,2025.2.27 15:00,15.5,0,0.1,532,1373,0,27.8,63.5,372,0,
정병두,2025.2.27 16:00,16.3,0,0,347,1529,0,26.4,67.5,367,0,
정병두,2025.2.27 17:00,15.3,0,0.9,156,1620,0,24.3,86.7,293,0,
정병두,2025.2.27 18:00,13.5,0,0,26,1648,0,19.5,89.5,374,0,
정병두,2025.2.27 19:00,10.5,0,1.6,0,1649,0,16.7,91.7,376,0,
정병두,2025.2.27 20:00,8.3,0,0,0,1649,0,15,90.8,394,0,
정병두,2025.2.27 21:00,8.5,0,0,0,1649,0,14.8,90,414,0,
정병두,2025.2.27 22:00,9.1,180,0,0,1649,0,14.8,90.8,424,0,
정병두,2025.2.27 23:00,8,0,1.1,0,1650,0,14.5,90.4,434,0,
정병두,2025.2.28 0:00,7.4,0,0,0,1650,0,14.9,91.4,431,0,
정병두,2025.2.28 1:00,7.5,0,0,0,1650,0,14.9,92.2,429,0,
정병두,2025.2.28 2:00,7.6,0,0.2,0,1650,0,14.8,93,423,0,
정병두,2025.2.28 3:00,7.5,0,0.3,0,1650,0,14.9,93.7,412,0,
정병두,2025.2.28 4:00,6.3,0,0.3,0,1650,1,14.6,92.5,414,0,
정병두,2025.2.28 5:00,5.9,0,0,0,1650,0,15,92.7,416,0,
정병두,2025.2.28 6:00,6,0,0,0,1650,0,15.4,94.1,415,0,
정병두,2025.2.28 7:00,6.1,0,0,0,1650,0,15.9,94.2,421,0,
정병두,2025.2.28 8:00,6.5,0,0,29,2,0,15.3,93.9,430,0,
정병두,2025.2.28 9:00,7.6,0,0,76,21,0,16.6,93,539,0,
정병두,2025.2.28 10:00,8.7,0,0,236,79,0,19.7,90.4,551,0,
정병두,2025.2.28 11:00,10,0,0,353,164,0,21.2,87,555,0,
정병두,2025.2.28 12:00,12,0,0,763,312,0,23.3,78.8,459,0,
정병두,2025.2.28 13:00,14.1,0,0.7,852,556,0,28.3,65.4,437,0,
정병두,2025.2.28 14:00,12.7,180,0,257,696,0,26.4,75.8,702,0,
정병두,2025.2.28 15:00,14.7,0,0,476,853,0,29.4,78.2,573,0,
정병두,2025.2.28 16:00,15.1,0,0,347,1024,0,26.5,75.2,481,0,
정병두,2025.2.28 17:00,15.2,0,0,163,1118,0,24.2,86.2,643,0,
정병두,2025.2.28 18:00,13.4,0,0,29,1147,0,20.6,90.1,695,0,
정병두,2025.2.28 19:00,11.3,0,0,2,1150,0,16.3,90.1,609,0,
정병두,2025.2.28 20:00,8.1,0,0,2,1151,0,14.3,90.9,610,0,
정병두,2025.2.28 21:00,7.1,0,0,2,1152,0,14.3,90.6,611,0,
정병두,2025.2.28 22:00,5.2,0,0,2,1153,0,14.4,88.1,634,0,
정병두,2025.2.28 23:00,4.1,0,0,2,1154,0,13.5,88.3,632,0,
정병두,2025.3.1 0:00,4.6,0,0,2,1154,0,13.4,89.1,635,0,
정병두,2025.3.1 1:00,3.1,0,0,2,1155,0,14.4,90.3,641,0,
정병두,2025.3.1 2:00,3.3,0,0,2,1156,0,14.3,89.9,639,0,
정병두,2025.3.1 3:00,2.6,0,0,2,1157,1,14.5,89.7,641,0,
정병두,2025.3.1 4:00,1.7,0,0,2,1158,0,14.4,89.6,638,0,
정병두,2025.3.1 5:00,1.9,0,0,2,1158,0,14.5,92.7,638,0,
정병두,2025.3.1 6:00,1.5,0,0,2,1159,0,14.9,90.2,629,0,
정병두,2025.3.1 7:00,1.3,0,0,8,1160,0,15,91.8,626,0,
정병두,2025.3.1 8:00,2.6,0,0,118,17,0,15.1,93.1,619,0,
정병두,2025.3.1 9:00,4.9,0,0,81,57,0,16,93.8,558,0,
정병두,2025.3.1 10:00,6.7,0,0,105,84,0,16.7,94.2,557,0,
정병두,2025.3.1 11:00,8,0,0,61,111,1,17.1,93.8,608,0,
정병두,2025.3.1 12:00,8.6,0,0,83,140,0,16.9,93.8,603,0,
정병두,2025.3.1 13:00,11.4,0,0,259,186,0,19.2,93.4,581,0,
정병두,2025.3.1 14:00,11,180,0.3,88,256,0,21.2,93.4,445,0,
정병두,2025.3.1 15:00,9.4,180,0,49,283,0,18.6,94.4,507,0,
정병두,2025.3.1 16:00,8.7,180,2.1,32,297,1,16.3,94.7,502,0,
정병두,2025.3.1 17:00,10.8,180,0,46,323,0,17,93.8,501,0,
정병두,2025.3.1 18:00,11.4,180,0,8,338,0,17.2,94.9,471,0,
정병두,2025.3.1 19:00,11.4,180,0,0,338,0,16.3,95.5,441,0,
정병두,2025.3.1 20:00,10.6,180,0,0,338,0,15.2,94.4,367,0,
정병두,2025.3.1 21:00,10.3,180,0,0,338,0,14.6,95.1,354,0,
정병두,2025.3.1 22:00,10,180,0,0,338,0,14.6,95.3,350,0,
정병두,2025.3.1 23:00,10.2,180,0,0,338,0,14.6,95,351,0,
정병두,2025.3.2 0:00,10,180,0,0,338,0,14.6,95.5,360,0,
정병두,2025.3.2 1:00,9.9,180,0,0,338,0,14.6,95.2,368,0,
정병두,2025.3.2 2:00,9.7,180,0.7,0,338,0,14.6,94.9,370,0,
정병두,2025.3.2 3:00,9.8,180,0,0,338,0,14.4,94.6,368,0,
정병두,2025.3.2 4:00,9.8,180,0,0,338,0,14.5,94.8,378,0,
정병두,2025.3.2 5:00,9.9,180,0,0,338,0,14.8,95.4,388,0,
정병두,2025.3.2 6:00,9.8,180,0,0,338,0,15.3,95.9,402,0,
정병두,2025.3.2 7:00,9.7,180,0,0,338,0,15.7,95,428,0,
정병두,2025.3.2 8:00,10,180,0,8,1,1,15.3,95.1,439,0,
정병두,2025.3.2 9:00,10.4,180,0,43,11,1,15.9,94.7,594,0,
정병두,2025.3.2 10:00,11,180,0,146,39,0,17.7,92.9,578,0,
정병두,2025.3.2 11:00,14.6,180,0.3,427,145,0,22.1,82.3,437,0,
정병두,2025.3.2 12:00,18.3,180,0,326,326,0,25.2,66.6,450,0,
정병두,2025.3.2 13:00,19.7,0,0.7,521,534,0,27.8,67.7,449,0,
정병두,2025.3.2 14:00,21.1,0,0,417,733,0,27.3,64.8,459,0,
정병두,2025.3.2 15:00,21.4,0,0,354,889,0,28.2,65.8,459,0,
정병두,2025.3.2 16:00,20,180,1.7,321,1000,0,25.7,67.3,509,0,
정병두,2025.3.2 17:00,18.1,180,1.7,42,1072,0,23.4,84.4,910,0,
정병두,2025.3.2 18:00,16,180,1.1,0,1079,0,19.6,91.4,881,0,
정병두,2025.3.2 19:00,12,180,1.5,0,1079,1,17.4,93.7,757,0,
정병두,2025.3.2 20:00,9.9,180,2.1,0,1079,1,15.5,91,626,0,
정병두,2025.3.2 21:00,8.6,180,2,0,1079,0,14.5,91,503,0,
정병두,2025.3.2 22:00,8.3,180,2.2,0,1079,1,14,90.1,475,0,
정병두,2025.3.2 23:00,7.5,180,2.4,0,1079,1,13.8,91.1,469,0,
정병두,2025.3.3 0:00,6.5,180,2.1,0,1080,1,14.4,89.3,456,0,
정병두,2025.3.3 1:00,5.9,180,1.6,0,1080,1,14,92.1,444,0,
정병두,2025.3.3 2:00,4.9,180,3.1,0,1080,1,14.2,89.8,429,0,
정병두,2025.3.3 3:00,3.4,180,5.8,0,1080,1,14.3,91.2,396,0,
정병두,2025.3.3 4:00,4.1,180,3.7,0,1080,1,14.3,93.2,369,0,
정병두,2025.3.3 5:00,5.2,180,0,0,1080,1,14.9,92.2,350,0,
정병두,2025.3.3 6:00,4.3,180,1.8,0,1080,1,15.5,93.4,361,0,
정병두,2025.3.3 7:00,3.8,180,1.5,0,1080,1,15.8,92.5,367,0,
정병두,2025.3.3 8:00,2.8,180,1.7,17,2,1,15.1,92.7,357,0,
정병두,2025.3.3 9:00,3,180,2.6,96,23,0,16,92,540,0,
정병두,2025.3.3 10:00,5.2,180,1.5,257,79,0,17.2,88.7,548,0,
